"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","CDSD","CDSD_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"US1FLNS0021","FERNANDINA BEACH 2.4 S, FL US","30.622806","-81.452376","3.7","2024",,,,,,,,,,,,,"6.29"," ,N,0913, ",,,,,"67.49"," ,N",,,,,,,,
"USR0000FLSU","LOWER SUWANNEE FLORIDA, FL US","29.3731","-83.0344","4.6","2024","3341",,,,,,"30","U,0121, ",,,,,,,"98","U,0612, ","842","6",,,,,"71.8","U","82.5","U","61.1","U"
"US1FLMR0057","OCALA 4.6 N, FL US","29.254215","-82.126714","21.6","2024",,,,,,,,,,,,,"5.34"," ,N,0805, ",,,,,"52.20"," ,N",,,,,,,,
"USW00093805","TALLAHASSEE REGIONAL AIRPORT, FL US","30.39354","-84.35136","17.1","2024","3389",,,,,,"25","W,1204,+",,,,,"4.89"," ,W,0411, ","101","W,0902,+","1191","5","62.46"," ,W",,,"71.0","W","82.4","W","59.6","W"
"USC00084050","HOLLYWOOD, FL US","26.0281","-80.1341","2.7","2024","4445",,,,,,"50","7,0221,+",,,,,"10.50"," ,7,0613, ","96","7,0516, ","64","5","71.72"," ,7",,,"77.4","7","83.7","7","71.2","7"
"US1FLDV0071","JACKSONVILLE 11.3 WNW, FL US","30.411","-81.8252","14.3","2024",,,,,,,,,,,,,"4.38"," ,N,0806, ",,,,,"54.19"," ,N",,,,,,,,
"US1FLFL0040","PALM COAST 0.8 NNW, FL US","29.58079","-81.22079","11.0","2024",,,,,,,,,,,,,"2.50"," ,N,1006, ",,,,,"59.96"," ,N",,,,,,,,
"USR0000FCAC","CACHE FLORIDA, FL US","25.3903","-80.6803","1.5","2024","4660",,,,,,"46","U,0225, ",,,,,,,"97","U,0815, ","60","1",,,,,"77.6","U","86.3","U","68.8","U"
"USW00012885","FORT LAUDERDALE EXECUTIVE AIRPORT, FL US","26.19905","-80.17764","3.5","2024","5156",,,,,,"50","W,0220,+",,,,,"5.02"," ,W,0612, ","98","W,0815,+","61","8","65.35"," ,W",,,"78.9","W","86.1","W","71.7","W"
"US1FLVL0090","LAKE HELEN 0.9 S, FL US","28.9707","-81.2341","17.4","2024",,,,,,,,,,,,,"15.37"," ,N,1010, ",,,,,"66.70"," ,N",,,,,,,,
"USW00012882","MIAMI OPA LOCKA AIRPORT, FL US","25.91017","-80.28283","1.3","2024","4972",,,,,,"50","W,0121, ",,,,,"6.42"," ,W,0612, ","97","W,0913,+","43","9","60.36"," ,W",,,"78.4","W","85.9","W","71.0","W"
"US1FLPB0012","ABERDEEN 4.2 NNW, FL US","26.607032","-80.172049","11.9","2024",,,,,,,,,,,,,"5.40"," ,N,0625, ",,,,,"74.98"," ,N",,,,,,,,
"US1FLDV0079","JACKSONVILLE 9.6 SE, FL US","30.227373","-81.55649","9.4","2024",,,,,,,,,,,,,"6.64"," ,N,0904, ",,,,,"62.42"," ,N",,,,,,,,
"USW00012883","LAKELAND LINDER REGIONAL AIRPORT, FL US","28.0","-82.05","45.1","2024","4174",,"        0",,"         0","D","36","D,0121, ","0"," ,D,1231,+","0.0"," ,D,1231,+","8.93"," ,D,1010, ","100","D,0606, ","349","0","72.89"," ,D","0.0"," ,D","75.3","D","85.4","D","65.3","D"
"US1FLPB0013","LAKE WORTH 1.0 NNW, FL US","26.633057","-80.066103","15.8","2024",,,,,,,,,,,,,"6.15"," ,N,0323, ",,,,,"69.79"," ,N",,,,,,,,
"USC00087205","PLANT CITY, FL US","28.02091","-82.13923","33.2","2024","4522",,"        0",,"         0","7","33","7,0123,+","0"," ,7,1231,+","0.0"," ,7,1231,+","9.70"," ,7,1010, ","101","7,0813,+","412","0","70.09"," ,7","0.0"," ,7","76.1","7","87.8","7","64.5","7"
"US1FLBW0162","MARGATE 0.8 NNW, FL US","26.25633","-80.214714","7.0","2024",,,,,,,,,,,,,"4.36"," ,N,0613, ",,,,,"63.31"," ,N",,,,,,,,
"US1FLPS0015","DADE CITY 4.3 N, FL US","28.422509","-82.206011","38.1","2024",,,,,,,,,,,,,"11.14"," ,N,1010, ",,,,,"58.62"," ,N",,,,,,,,
"USC00084731","LAKE CITY 2 E, FL US","30.1852","-82.5941","59.4","2024",,,"        0",,"         0","7",,,"0"," ,7,1231,+","0.0"," ,7,1231,+",,,,,,,,,"0.0"," ,7",,,,,,
"US1FLMN0049","MARATHON 1.7 ENE, FL US","24.720189","-81.05572","0.9","2024",,,,,,,,,,,,,"5.89"," ,N,0521, ",,,,,"53.33"," ,N",,,,,,,,
"US1FLSS0063","SARASOTA 4.8 ENE, FL US","27.36217","-82.47456","8.2","2024",,,,,,,,,,,,,"7.08"," ,N,0612, ",,,,,"51.52"," ,N",,,,,,,,
"US1FLCY0054","KEYSTONE HEIGHTS 9.7 ENE, FL US","29.85054","-81.89475","43.6","2024",,,,,,,,,,,,,"3.66"," ,N,0805, ",,,,,"63.36"," ,N",,,,,,,,
"US1FLSR0026","MILTON 2.9 NW, FL US","30.663063","-87.080857","45.4","2024",,,,,,,,,,,,,"5.45"," ,N,0514, ",,,,,"73.40"," ,N",,,,,,,,
"US1FLMR0065","BELLEVIEW 3.3 SSW, FL US","29.018333","-82.080833","25.3","2024",,,,,,,,,,,,,"5.71"," ,N,1010, ",,,,,"61.26"," ,N",,,,,,,,
"US1FLFL0030","PALM COAST 4.2 SSW, FL US","29.51611","-81.24503","13.7","2024",,,,,,,,,,,,,"6.73"," ,N,1010, ",,,,,"50.89"," ,N",,,,,,,,
"US1FLFL0032","PALM COAST 1.9 NNE, FL US","29.59384","-81.19681","16.8","2024",,,,,,,,,,,,,"7.46"," ,N,1010, ",,,,,"63.06"," ,N",,,,,,,,
"US1FLFL0033","FLAGLER BEACH 1.3 SE, FL US","29.456418","-81.116289","6.1","2024",,,,,,,,,,,,,"7.34"," ,N,1010, ",,,,,"59.73"," ,N",,,,,,,,
"US1FLVL0060","PORT ORANGE 2.5 NNE, FL US","29.1452","-80.99597","7.0","2024",,,,,,,,,,,,,"9.76"," ,N,1010, ",,,,,"56.98"," ,N",,,,,,,,
"US1FLBV0005","PALM BAY 3.1 NNW, FL US","28.023488","-80.688135","11.9","2024",,,,,,,,,,,,,"3.26"," ,N,0910, ",,,,,"59.05"," ,N",,,,,,,,
"US1FLBV0126","ROCKLEDGE 0.9 NW, FL US","28.329101","-80.740489","5.8","2024",,,,,,,,,,,,,,,,,,,"46.51"," ,N",,,,,,,,
"US1FLLN0080","TALLAHASSEE 4.7 ENE, FL US","30.478754","-84.206402","53.3","2024",,,,,,,,,,,,,"8.38"," ,N,0411, ",,,,,"67.72"," ,N",,,,,,,,
"US1FLWT0022","DE FUNIAK SPRINGS 4.1 NNW, FL US","30.776521","-86.144959","75.0","2024",,,,,,,,,,,,,"3.19"," ,N,0514, ",,,,,"67.97"," ,N",,,,,,,,
"USR0000FSTM","ST. MARKS EAST FLORIDA, FL US","30.1333","-84.1333","4.6","2024","2995",,,,,,"27","U,0117, ",,,,,,,"97","U,0814,+","1030","2",,,,,"70.3","U","79.8","U","60.8","U"
"US1FLVL0063","ORMOND BY THE SEA 0.1 SSE, FL US","29.342091","-81.067134","6.7","2024",,,,,,,,,,,,,"8.75"," ,N,1010, ",,,,,"60.76"," ,N",,,,,,,,
"US1FLBV0125","MELBOURNE 2.5 S, FL US","28.079949","-80.633433","11.6","2024",,,,,,,,,,,,,"2.73"," ,N,1007, ",,,,,"44.73"," ,N",,,,,,,,
"USW00012897","NAPLES MUNICIPAL AIRPORT, FL US","26.15498","-81.77514","2.0","2024","4516",,"        0",,"         0","W","45","W,0121, ","0"," ,W,1231,+","0.0"," ,W,1231,+","4.14"," ,W,0612, ","97","W,0531, ","143","5","65.96"," ,W","0.0"," ,W","76.9","W","84.8","W","69.0","W"
"US1FLCT0041","HOMOSASSA 5.3 NNE, FL US","28.852901","-82.585779","6.7","2024",,,,,,,,,,,,,"5.64"," ,N,0805, ",,,,,"63.12"," ,N",,,,,,,,
"USW00012895","FORT PIERCE ST LUCIE CO INTERNATIONAL AIRPORT, FL US","27.49816","-80.37626","5.7","2024","3836",,"        0",,"         0","D","41","W,1203,+","0"," ,D,1231,+","0.0"," ,D,1231,+","4.46"," ,W,1009, ","98","W,0527, ","251","5","54.13"," ,W","0.0"," ,D","74.7","W","83.6","W","65.7","W"
"USW00012896","MARATHON AIRPORT, FL US","24.72624","-81.0477","0.9","2024","5379",,"        0",,"         0","D","54","W,0103, ","0"," ,D,1231,+","0.0"," ,D,1231,+","7.08"," ,W,0520, ","94","W,0912,+","9","9","49.38"," ,W","0.0"," ,D","79.6","W","84.2","W","75.1","W"
"US1FLSM0043","WINTER SPRINGS 0.6 S, FL US","28.67242","-81.27365","23.2","2024",,,,,,,,,,,,,"8.11"," ,N,1010, ",,,,,"56.47"," ,N",,,,,,,,
"USW00003818","MARIANNA MUNICIPAL AIRPORT, FL US","30.83696","-85.18352","32.8","2024","3077",,,,"         0","D","20","W,0117, ",,,"0.0"," ,D,1231,+","6.32"," ,W,0926, ","101","W,0625, ","1487","4","64.61"," ,W","0.0"," ,D","69.7","W","80.7","W","58.6","W"
"US1FLPS0006","LUTZ 3.4 NE, FL US","28.171446","-82.422326","25.9","2024",,,,,,,,,,,,,"11.66"," ,N,1010, ",,,,,"69.56"," ,N",,,,,,,,
"USW00012894","FORT MYERS SW FLORIDA REGIONAL AIRPORT, FL US","26.53805","-81.75674","8.2","2024",,,"        0",,"         0","D",,,"0"," ,D,1231,+","0.0"," ,D,1231,+",,,,,,,,,"0.0"," ,D",,,,,,
"USC00085612","MELBOURNE WEATHER FORECAST OFFICE, FL US","28.1136","-80.654","10.7","2024","3614",,,,,,"41","7,0122,+",,,,,"2.99"," ,7,1010, ","96","7,0821,+","358","7","48.05"," ,7",,,"73.9","7","81.6","7","66.3","7"
"USC00085973","MOUNTAIN LAKE, FL US","27.93779","-81.59928","38.1","2024","3921",,"        0",,"         0","7","35","7,1207,+","0"," ,7,1231,+","0.0"," ,7,1231,+","4.50"," ,7,1010, ","101","7,0611,+","469","4","42.53"," ,7","0.0"," ,7","74.6","7","85.9","7","63.2","7"
"US1FLPS0004","PORT RICHEY 2.0 NNE, FL US","28.3014","-82.7146","4.0","2024",,,,,,,,,,,,,,,,,,,"56.04"," ,N",,,,,,,,
"US1FLSM0047","SANFORD 2.5 W, FL US","28.7903634","-81.3173134","17.1","2024",,,,,,,,,,,,,"9.80"," ,N,1010, ",,,,,"55.11"," ,N",,,,,,,,
"US1FLMD0041","LINDGREN ACRES 0.7 SW, FL US","25.6633578","-80.4096612","2.4","2024",,,,,,,,,,,,,"4.32"," ,N,0613, ",,,,,"62.87"," ,N",,,,,,,,
"US1FLPS0010","DADE CITY 1.8 WSW, FL US","28.352214","-82.222508","40.2","2024",,,,,,,,,,,,,"11.25"," ,N,1010, ",,,,,"76.34"," ,N",,,,,,,,
"USC00082229","DELAND 1 SSE, FL US","29.00982","-81.2985","7.6","2024",,,,,,,,,,,,,"2.04"," ,7,0915,+",,,,,"54.49"," ,7",,,,,,,,
"US1FLSR0030","NAVARRE 4.1 ENE, FL US","30.423018","-86.8452","8.8","2024",,,,,,,,,,,,,"8.14"," ,N,0916, ",,,,,"81.22"," ,N",,,,,,,,
"USW00012888","MIAMI KENDALL TAMIAMI EXEC AIRPORT, FL US","25.64226","-80.43467","1.8","2024","4625",,,,,,"45","W,0225, ",,,,,"3.59"," ,W,0612, ","99","W,0519, ","97","9","57.28"," ,W",,,"77.4","W","85.8","W","69.1","W"
"US1FLHM0005","WHITE SPRINGS 0.3 NW, FL US","30.334","-82.762","37.2","2024",,,,,,,,,,,,,"8.09"," ,N,0806, ",,,,,"65.15"," ,N",,,,,,,,
"US1FLBW0137","POMPANO BEACH 1.2 NNE, FL US","26.25213","-80.1224","5.5","2024",,,,,,,,,,,,,"5.42"," ,N,0613, ",,,,,"73.39"," ,N",,,,,,,,
"US1FLBV0001","PALM BAY 2.6 SSE, FL US","27.951176","-80.64202","11.9","2024",,,,,,,,,,,,,"2.45"," ,N,1007, ",,,,,"54.35"," ,N",,,,,,,,
"US1FLBV0002","PALM SHORES 1.4 W, FL US","28.18825","-80.680461","11.9","2024",,,,,,,,,,,,,"4.68"," ,N,1007, ",,,,,"49.18"," ,N",,,,,,,,
"US1FLBV0123","PALM BAY 2.5 W, FL US","27.992562","-80.70071","10.7","2024",,,,,,,,,,,,,"3.58"," ,N,0910, ",,,,,"58.20"," ,N",,,,,,,,
"US1FLSR0036","JAY 4.0 WSW, FL US","30.9236","-87.2123","53.9","2024",,,,,,,,,,,,,"3.65"," ,N,0514, ",,,,,"62.61"," ,N",,,,,,,,
"US1FLOS0036","ST. CLOUD 8.0 E, FL US","28.249","-81.159","24.4","2024",,,"        0",,"         0","N",,,"0"," ,N,1231,+","0.0"," ,N,1231,+","4.71"," ,N,1010, ",,,,,"44.95"," ,N","0.0"," ,N",,,,,,
"US1FLMN0052","KEY WEST 0.4 E, FL US","24.563056","-81.768611","2.7","2024",,,,,,,,,,,,,,,,,,,"51.37"," ,N",,,,,,,,
"US1FLFL0024","PALM COAST 2.1 NNE, FL US","29.59963","-81.20458","2.1","2024",,,,,,,,,,,,,"2.43"," ,N,0907, ",,,,,"52.89"," ,N",,,,,,,,
"US1FLMN0050","KEY LARGO 3.4 NE, FL US","25.1359728","-80.3974373","1.2","2024",,,,,,,,,,,,,"11.00"," ,N,0613, ",,,,,"53.00"," ,N",,,,,,,,
"USR0000FRAC","RACCOON POINT FLORIDA, FL US","25.9708","-80.9","2.1","2024","4563",,,,,,"49","U,1204,+",,,,,,,"100","U,0606,+","66","7",,,,,"77.2","U","85.2","U","69.2","U"
"US1FLDS0003","LAKE SUZY 1.0 W, FL US","27.039043","-82.054567","7.9","2024",,,,,,,,,,,,,"3.12"," ,N,0805, ",,,,,"61.96"," ,N",,,,,,,,
"US1FLHN0026","SPRING HILL 2.4 WSW, FL US","28.471471","-82.599183","14.6","2024",,,,,,,,,,,,,"8.25"," ,N,1010, ",,,,,"63.92"," ,N",,,,,,,,
"US1FLMR0036","OCALA 14.3 S, FL US","28.976","-82.1746","24.4","2024",,,,,,,,,,,,,"9.42"," ,N,1010, ",,,,,"65.46"," ,N",,,,,,,,
"US1FLHN0024","WEEKI WACHEE 7.1 NNE, FL US","28.61052","-82.5351","11.6","2024",,,,,,,,,,,,,"8.71"," ,N,1010, ",,,,,"66.97"," ,N",,,,,,,,
"US1FLDV0091","JACKSONVILLE 10.6 NNW, FL US","30.483907","-81.701631","10.7","2024",,,,,,,,,,,,,"4.80"," ,N,0805, ",,,,,"66.74"," ,N",,,,,,,,
"US1FLPB0031","ROYAL PALM BEACH 5.0 W, FL US","26.714038","-80.30703","5.2","2024",,,,,,,,,,,,,,,,,,,"60.27"," ,N",,,,,,,,
"USW00053847","WHITING FIELD NAS SOUTH, FL US","30.69729","-87.02073","49.9","2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1FLHB0098","RIVERVIEW 4.8 SSW, FL US","27.80473","-82.34099","13.4","2024",,,,,,,,,,,,,"9.38"," ,N,1010, ",,,,,"71.35"," ,N",,,,,,,,
"US1FLPB0034","PAHOKEE 1.6 NE, FL US","26.8374","-80.6471","4.3","2024",,,,,,,,,,,,,,,,,,,"44.31"," ,N",,,,,,,,
"USC00089401","WAUCHULA, FL US","27.5477","-81.7994","18.3","2024","3813",,"        0",,"         0","7","35","7,1204,+","0"," ,7,1231,+","0.0"," ,7,1231,+","4.24"," ,7,1010, ","100","7,0607,+",,,"55.76"," ,7","0.0"," ,7","74.0","7","85.6","7","62.4","7"
"USC00087228","MOUNT PLYMOUTH 1 SSW, FL US","28.7991","-81.5373","27.4","2024","3359",,,,,,"32","7,0122,+",,,,,"15.01"," ,7,1010, ","100","7,0609, ","697","3","62.98"," ,7",,,"72.1","7","83.8","7","60.4","7"
"US1FLMD0033","BISCAYNE PARK 0.3 E, FL US","25.881971","-80.176893","2.4","2024",,,,,,,,,,,,,"9.78"," ,N,0613, ",,,,,"69.38"," ,N",,,,,,,,
"US1FLPB0037","WELLINGTON 0.7 SE, FL US","26.6510124206543","-80.2475204467773","4.6","2024",,,,,,,,,,,,,"4.43"," ,N,0612, ",,,,,"61.26"," ,N",,,,,,,,
"US1FLPN0105","FEATHER SOUND 1.3 S, FL US","27.889942","-82.659935","9.4","2024",,,,,,,,,,,,,"10.56"," ,N,1010, ",,,,,"68.43"," ,N",,,,,,,,
"US1FLSS0084","NORTH PORT 5.2 NNE, FL US","27.118202","-82.158592","8.5","2024",,,,,,,,,,,,,"4.79"," ,N,0612, ",,,,,"71.47"," ,N",,,,,,,,
"US1FLBV0110","PALM BAY 3.7 NE, FL US","28.02342","-80.617358","5.5","2024",,,,,,,,,,,,,"2.80"," ,N,1010, ",,,,,"52.83"," ,N",,,,,,,,
"US1FLSS0082","ENGLEWOOD 0.2 ENE, FL US","26.961","-82.3507","3.4","2024",,,,,,,,,,,,,"6.20"," ,N,0805, ",,,,,"63.58"," ,N",,,,,,,,
"USC00085076","LISBON, FL US","28.8728","-81.7844","20.7","2024",,,,,,,,,,,,,"2.32"," ,7,0515, ",,,,,"53.90"," ,7",,,,,,,,
"US1FLVL0044","PORT ORANGE 2.9 WSW, FL US","29.1","-81.05276","7.3","2024",,,,,,,,,,,,,"11.47"," ,N,1010, ",,,,,"62.03"," ,N",,,,,,,,
"US1FLPN0090","PINELLAS PARK 1.7 ENE, FL US","27.86744","-82.68151","3.7","2024",,,,,,,,,,,,,"11.45"," ,N,0805, ",,,,,"78.43"," ,N",,,,,,,,
"US1FLHN0039","BROOKSVILLE 3.7 SE, FL US","28.510558","-82.35894","64.9","2024",,,,,,,,,,,,,"10.77"," ,N,1010, ",,,,,"69.39"," ,N",,,,,,,,
"US1FLVL0042","DAYTONA BEACH SHORES 1.8 SSE, FL US","29.149417","-80.969621","2.4","2024",,,,,,,,,,,,,"15.80"," ,N,1010, ",,,,,"65.41"," ,N",,,,,,,,
"USR0000FBLO","BLOXHAM FLORIDA, FL US","30.5872","-84.9886","30.5","2024","2972",,,,,,"23","U,0117, ",,,,,,,"100","U,0706,+","1235","1",,,,,"69.8","U","81.6","U","58.0","U"
"US1FLDV0042","JACKSONVILLE 10.3 SW, FL US","30.235","-81.78694444","21.0","2024",,,,,,,,,,,,,"3.69"," ,N,0905, ",,,,,"60.55"," ,N",,,,,,,,
"USC00086048","MUSE, FL US","26.826","-81.4915","13.1","2024",,,,,,,,,,,,,"4.61"," ,7,0613, ",,,,,"52.04"," ,7",,,,,,,,
"US1FLOR0019","UNION PARK 1.1 E, FL US","28.562445","-81.218461","19.8","2024",,,,,,,,,,,,,"6.56"," ,N,1010, ",,,,,"61.28"," ,N",,,,,,,,
"US1FLBW0076","PLANTATION 3.4 E, FL US","26.118211","-80.206628","2.4","2024",,,,,,,,,,,,,"7.57"," ,N,0613, ",,,,,"88.07"," ,N",,,,,,,,
"USW00013884","CRESTVIEW FAA AP, FL US","30.77715","-86.51938","47.1","2024","2821",,,,,,"18","W,0117, ",,,,,"2.65"," ,W,0410, ","101","W,0814, ","1656","1","53.30"," ,W",,,"68.5","W","80.7","W","56.3","W"
"USC00081276","CANAL POINT USDA, FL US","26.8639","-80.6256","9.1","2024","4137",,,,,,"47","7,0120, ",,,,,,,"98","7,0802, ","162","8","42.85"," ,7",,,"75.8","7","84.9","7","66.8","7"
"US1FLMD0022","HAMMOCKS 0.5 SSE, FL US","25.665","-80.4395","2.7","2024",,,,,,,,,,,,,"3.24"," ,N,1007, ",,,,,"59.45"," ,N",,,,,,,,
"US1FLBV0023","COCOA 2.6 WNW, FL US","28.3956","-80.7868","7.0","2024",,,,,,,,,,,,,"5.53"," ,N,1010, ",,,,,"56.69"," ,N",,,,,,,,
"US1FLHN0040","WEEKI WACHEE 1.7 NNE, FL US","28.53716","-82.56522","8.5","2024",,,,,,,,,,,,,"7.61"," ,N,1010, ",,,,,"64.93"," ,N",,,,,,,,
"US1FLPT0027","HOLLISTER 0.5 NW, FL US","29.627779","-81.819115","25.3","2024",,,,,,,,,,,,,"5.37"," ,N,1010, ",,,,,"58.33"," ,N",,,,,,,,
"US1FLBV0020","PALM SHORES 4.3 NNW, FL US","28.2439","-80.6842","6.1","2024",,,,,,,,,,,,,"3.90"," ,N,1010, ",,,,,"47.45"," ,N",,,,,,,,
"US1FLPT0026","INTERLACHEN 3.6 NNE, FL US","29.662232","-81.870032","37.5","2024",,,,,,,,,,,,,"4.12"," ,N,1010, ",,,,,"47.52"," ,N",,,,,,,,
"US1FLLN0072","TALLAHASSEE 5.0 SE, FL US","30.4106","-84.21798","31.4","2024",,,,,,,,,,,,,"10.40"," ,N,0411, ",,,,,"64.87"," ,N",,,,,,,,
"US1FLSJ0020","ST. AUGUSTINE 3.1 SSE, FL US","29.84995","-81.29036667","3.0","2024",,,,,,,,,,,,,"6.94"," ,N,1010, ",,,,,"51.98"," ,N",,,,,,,,
"US1FLCT0037","CITRUS SPRINGS 1.3 WNW, FL US","29.005867","-82.493776","33.8","2024",,,,,,,,,,,,,"7.60"," ,N,0805, ",,,,,"63.14"," ,N",,,,,,,,
"US1FLVL0051","DE BARY 1.7 NE, FL US","28.9021","-81.2945","25.9","2024",,,,,,,,,,,,,"14.73"," ,N,1010, ",,,,,"71.33"," ,N",,,,,,,,
"US1FLPT0021","CRESCENT CITY 2.0 N, FL US","29.466098","-81.520957","4.6","2024",,,,,,,,,,,,,"6.55"," ,N,1010, ",,,,,"43.57"," ,N",,,,,,,,
"US1FLMR0013","MICANOPY 3.6 SSW, FL US","29.457061","-82.299833","60.0","2024",,,,,,,,,,,,,"6.55"," ,N,0805, ",,,,,"59.89"," ,N",,,,,,,,
"USC00084095","HOMESTEAD GEN AVIATION AIRPORT, FL US","25.5011","-80.55","2.7","2024","4651",,,,,,"44","7,0226, ",,,,,"4.98"," ,7,0613, ","100","7,0520, ","92","4","62.93"," ,7",,,"77.4","7","86.6","7","68.2","7"
"US1FLJF0009","MONTICELLO 4.3 ENE, FL US","30.5576877593994","-83.8015670776367","47.9","2024",,,,,,,,,,,,,"9.69"," ,N,0411, ",,,,,"67.59"," ,N",,,,,,,,
"US1FLMR0018","BELLEVIEW 4.8 E, FL US","29.0609","-81.9759","18.6","2024",,,,,,,,,,,,,"7.28"," ,N,1010, ",,,,,"66.30"," ,N",,,,,,,,
"USC00085184","LOXAHATCHEE NWR, FL US","26.4985","-80.216","6.4","2024","4202",,,,,,"49","7,0121, ",,,,,,,"96","7,0608,+",,,,,,,"76.2","7","84.3","7","68.2","7"
"USW00013899","PENSACOLA REGIONAL AIRPORT, FL US","30.47612","-87.18575","36.0","2024","3003",,,,,,"20","W,0117, ",,,,,"3.99"," ,W,0601, ","97","W,0902, ","1217","4","64.62"," ,W",,,"70.0","W","78.4","W","61.6","W"
"US1FLDV0033","JACKSONVILLE 10.0 WSW, FL US","30.30437","-81.82263","26.5","2024",,,,,"         0","N",,,,,"0.0"," ,N,1231,+","3.36"," ,N,0806, ",,,,,"58.55"," ,N","0.0"," ,N",,,,,,
"US1FLLN0074","TALLAHASSEE 5.6 ESE, FL US","30.42558","-84.19498","21.6","2024",,,,,,,,,,,,,"9.44"," ,N,0411, ",,,,,"58.58"," ,N",,,,,,,,
"US1FLHB0114","RIVERVIEW 0.9 ENE, FL US","27.8735122680664","-82.3028869628906","7.0","2024",,,,,,,,,,,,,"9.02"," ,N,1010, ",,,,,"62.17"," ,N",,,,,,,,
"USC00084412","JOHN PENNEKAMP STATE PARK, FL US","25.1936","-80.3493","1.8","2024",,,,,,,,,,,,,"6.75"," ,7,0613, ","95","7,0816, ",,,"55.74"," ,7",,,,,"84.4","7",,
"USC00083207","FORT PIERCE, FL US","27.4419","-80.3508","7.6","2024","3829",,,,,,"44","7,0122,+",,,,,"5.46"," ,7,1218, ","97","7,0709,+","219","9","62.93"," ,7",,,"74.9","7","82.4","7","67.4","7"
"USW00003853","MAYPORT PILOT STATION, FL US","30.4","-81.41667","4.9","2024","3900",,,,,,"33","W,0117, ",,,,,,,"102","W,0610,+",,,,,,,"74.3","W","81.6","W","66.9","W"
"USW00013889","JACKSONVILLE INTERNATIONAL AIRPORT, FL US","30.49529","-81.69374","7.2","2024","3244",,"        0",,"         0","W","28","W,0121, ","0"," ,W,1231,+","0.0","T,W,0204, ","4.85"," ,W,0912, ","100","W,0623, ","1081","8","62.83"," ,W","0.0","T,W","71.0","W","81.3","W","60.7","W"
"USW00003855","PENSACOLA FOREST SHERMAN NAS, FL US","30.35","-87.31667","8.5","2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USC00080737","BIG CYPRESS, FL US","26.3283","-80.9958","4.6","2024",,,,,,,,,,,,,"12.59"," ,7,0612, ",,,,,"64.27"," ,7",,,,,,,,
"US1FLOK0041","SHALIMAR 1.2 NNW, FL US","30.460638","-86.589541","4.9","2024",,,,,,,,,,,,,"5.14"," ,N,0601, ",,,,,"72.96"," ,N",,,,,,,,
"US1FLBV0013","ROCKLEDGE 1.1 WSW, FL US","28.312227","-80.745553","11.9","2024",,,,,,,,,,,,,"6.45"," ,N,1010, ",,,,,"61.75"," ,N",,,,,,,,
"US1FLPN0083","CLEARWATER 1.6 N, FL US","28.00292","-82.76236","22.6","2024",,,,,,,,,,,,,"9.95"," ,N,1010, ",,,,,"70.15"," ,N",,,,,,,,
"US1FLGD0007","HAVANA 5.1 SSW, FL US","30.56082","-84.45871","64.6","2024",,,,,,,,,,,,,"5.54"," ,N,0927, ",,,,,"72.76"," ,N",,,,,,,,
"US1FLSJ0023","ST. AUGUSTINE 3.4 NW, FL US","29.9269","-81.3517","8.5","2024",,,,,,,,,,,,,,,,,,,"47.09"," ,N",,,,,,,,
"US1FLGD0009","QUINCY 7.8 WSW, FL US","30.5516","-84.7093","78.0","2024",,,,,,,,,,,,,"4.10"," ,N,0927, ",,,,,"53.86"," ,N",,,,,,,,
"US1FLPN0087","GULFPORT 0.6 SSE, FL US","27.7389","-82.7053","3.0","2024",,,,,,,,,,,,,"7.71"," ,N,0805, ",,,,,"61.70"," ,N",,,,,,,,
"US1FLPT0012","FLORAHOME 4.1 NNE, FL US","29.783161","-81.848668","29.9","2024",,,,,,,,,,,,,,,,,,,"52.42"," ,N",,,,,,,,
"US1FLES0015","GONZALEZ 2.1 E, FL US","30.568513","-87.254739","21.9","2024",,,,,,,,,,,,,"4.75"," ,N,0514, ",,,,,"72.59"," ,N",,,,,,,,
"USW00073805","NORTHWEST FLORIDA BEACHES INTERNATIONAL AIRPORT, FL US","30.34869","-85.78835","17.1","2024","3115",,,,"         0","D","23","W,0117, ",,,"0.0"," ,D,1231,+","3.87"," ,W,0627, ","99","W,0814, ","1233","1","60.23"," ,W","0.0"," ,D","70.4","W","80.7","W","60.2","W"
"USC00086065","MYAKKA RIVER ST PK, FL US","27.24012","-82.31525","5.8","2024","3683",,"        0",,"         0","7","36","7,1203, ","0"," ,7,1231,+","0.0"," ,7,1231,+","7.40"," ,7,0804, ","99","7,0531, ","455","7","67.09"," ,7","0.0"," ,7","73.7","7","84.3","7","63.2","7"
